"","name","Rank in analysis","blank beginning","blank end","plateau beginning","plateau end","Blank average Mg25","Blank average Ca43","Blank average Ca44","Blank average Cr52","Blank average Cr53","Blank average Mn55","Blank average Fe57","Blank average Co59","Blank average Ni60","Blank average Ni62","Blank average Cu63","Blank average Cu65","Blank average Zn66","Blank average Zn68","Blank average Sr86","Blank average Sr88","Blank average Sn118","Blank average Sn119","Blank average Sn120","Blank average Ba137","Blank average Ba138","Blank average Ce140","Blank average Pb206","Blank average Pb208","LOD Mg25","LOD Ca43","LOD Ca44","LOD Cr52","LOD Cr53","LOD Mn55","LOD Fe57","LOD Co59","LOD Ni60","LOD Ni62","LOD Cu63","LOD Cu65","LOD Zn66","LOD Zn68","LOD Sr86","LOD Sr88","LOD Sn118","LOD Sn119","LOD Sn120","LOD Ba137","LOD Ba138","LOD Ce140","LOD Pb206","LOD Pb208"
"OP7-S22-105.xls","OP7-S22-105.xls","21","0.9072","30.9077","32.0398","176.382","17.7570093457944","59.8130841121495","4398.74485981308","19146.05","200.001869158878","980.407943925234","1130.88514018692","14.9532710280374","16.8224299065421","13.0841121495327","23.3644859813084","14.018691588785","31.7757009345794","439.260560747664","701.887757009346","24.2990654205608","163.552523364486","58.8785981308411","209.347289719626","7.47663551401869","4.67289719626168","5.60747663551402","5.60747663551402","10.2803738317757","122.334028504195","225.178469159511","2102.59226335748","4438.45237748241","457.03073692551","987.715819641025","911.700259367473","107.487291798044","120.042313118381","117.165428401103","167.790836365156","119.77761089302","162.749476172298","648.65186748041","707.781990415255","135.681434234159","389.620484721728","243.629206892388","448.653382920387","79.2755062400349","75.7959003855291","69.3446156422267","69.3446156422267","100.387189058327"
"OP7-S22-106.xls","OP7-S22-106.xls","22","0.9072","31.4738","32.8889","262.4214","202.752660550459","265.139449541284","4236.35","19748.8879816514","388.997339449541","1094.53596330275","1189.95697247706","243.121559633028","244.956880733945","218.350183486239","235.782201834862","212.846146788991","247.70880733945","625.703944954128","844.980458715596","216.517155963303","320.18743119266","238.534403669725","376.152935779817","217.433211009174","242.207155963303","191.744678899083","215.59871559633","228.443944954128","419.245760476323","548.305334900711","2046.08783275955","4148.8835216975","583.598794044935","957.344850642645","1043.26412164342","406.964156062388","482.170250062106","416.67158482394","485.678744376668","451.12086722792","499.339714117967","815.925064563921","881.793473631868","839.226780615067","520.879302724468","447.053303466734","582.969240159129","433.684127195527","1069.61203204006","428.43296016936","570.36378276063","767.186674784548"
"OP9-22-279.xls","OP9-22-279.xls","23","0.9071","31.4737","32.3228","253.6476","53.2110091743119","74.3119266055046","3894.06009174312","19272.1741284404","230.277064220183","888.102201834862","920.214220183486","52.2936697247706","41.2844036697248","44.0366972477064","54.1284403669725","40.3669724770642","56.8809174311927","399.089266055046","654.145504587156","190.910458715596","111.009449541284","69.7247706422018","173.395688073394","30.2753211009174","94.5074311926604","27.5229357798165","67.894495412844","81.6617431192659","218.20788001143","265.843530812051","1886.5009097599","4509.43372281231","438.766797860829","882.96490784702","966.824404362839","222.098619186033","192.401529681688","201.788638020704","210.285956464616","204.610467535452","292.598868576682","526.794045883626","714.798040258998","4880.24541582078","309.14105879126","253.326492745242","444.685746330428","189.318765074886","1808.61266744432","146.467059055541","1097.7760486812","1637.47777301375"
"OP9-22-334.xls","OP9-22-334.xls","24","0.9072","31.7568","33.1719","169.0234","189.189","768.064636363638","16545.5819090909","19124.1630909091","215.455909090909","1076.43290909091","1209.16709090909","25.4545454545455","36.3652727272727","14.5454545454545","96.381909090909","46.3670909090909","166.427181818182","550.081545454545","982.266909090909","3432.47409090908","170.002363636364","70.0003636363636","265.462090909091","296.621181818183","1868.02090909091","29.0934545454545","196.436636363636","324.744545454546","5377.08170132174","22262.5643495596","383523.457708452","4131.64165158603","430.428778546706","3082.7814490766","2946.98911373081","154.401640391101","692.943247750157","120.798013781041","2285.64105532919","1002.68233488575","4257.9059018925","4536.36021423992","10892.1155585086","101350.083110413","726.472150816919","384.561487600602","1260.19300467465","8363.92976624494","54175.407834021","830.257238236381","4335.17941088556","7151.02153907696"
"OP16-A22-01.xls","OP16-A22-01.xls","25","0.9073","31.1909","43.0779","439.8776","16.6666666666667","48.1481481481481","4397.83972222222","19324.6477777778","222.224259259259","981.515185185185","1113.00601851852","25.9259259259259","11.1111111111111","18.5185185185185","26.8518518518519","16.6666666666667","31.4814814814815","433.341759259259","652.79462962963","13.8888888888889","153.704444444444","64.8148148148148","220.3725","3.7037037037037","5.55555555555556","1.85185185185185","8.33333333333333","12.962962962963","132.904294143828","230.129314859347","2316.31058925152","4452.43954094306","451.798172804208","881.783199403434","937.235496144183","165.948608942554","94.720444555663","124.054053136883","151.292458832846","119.578699694221","181.804729040687","639.383874386237","694.217741226291","104.232845021655","341.752976044853","236.735324164277","459.964427224957","56.9199032800311","80.3031638906036","40.6336109972906","92.8520076632853","109.231241750952"
"UP1-22-117.xls","UP1-22-117.xls","26","0.907","31.1906","32.0397","283.648","262.964259259259","259.260462962963","4177.40546296296","19652.8131481481","463.898148148148","1085.22481481481","1157.45425925926","261.113703703704","256.484259259259","241.668796296296","254.632037037037","265.743981481481","262.039814814815","592.607037037037","758.355092592593","268.521574074074","371.302685185185","293.5225","419.451666666667","249.076666666667","224.076111111111","259.26212962963","237.039259259259","247.224444444444","472.291985670581","462.291145167114","1925.41843492098","4113.29528987571","619.958892645889","928.86511203599","1095.42624624495","445.235000644327","468.1483478793","451.410018544093","448.154982139562","497.570870641698","470.736306242297","729.942404397136","746.380040457528","482.961925424979","658.890069523547","494.366080052805","557.067832953236","463.130119940673","407.838631169034","462.29648236032","463.305360306217","461.241275483175"
"UP2-22-97.xls","UP2-22-97.xls","27","0.9072","31.1908","32.8889","289.5917","443.524166666667","441.673240740741","4394.13287037037","20150.6530555556","642.609166666667","1298.20388888889","1395.43592592593","446.304814814815","464.824166666667","429.63787037037","404.636944444444","415.748333333333","455.56462962963","842.619259259259","1054.66805555556","441.675185185185","530.567222222222","453.7125","568.532037037037","457.416203703704","433.341203703704","426.86","429.638055555556","417.600555555556","666.782936906582","583.13648840496","2187.24917850909","4174.50084894419","833.767782275725","998.005019530669","1107.04056854497","614.463386111533","655.38800953717","655.316204405169","650.322931303882","597.439414600921","631.886879619448","893.203344333039","852.917917252492","647.393754603555","716.866761868593","561.531220823128","720.601787173882","640.967879887585","533.215742883498","607.829548995256","675.540983629306","621.81693671228"
"WD-S22-207.xls","WD-S22-207.xls","28","0.9083","31.1919","32.041","383.5568","15.7407407407407","52.7777777777778","4108.86657407407","19091.0175925926","212.96462962963","900.029166666667","1061.15037037037","22.2222222222222","27.7777777777778","23.1481481481481","19.4444444444444","25.9259259259259","25","416.674814814815","662.055","18.5185185185185","147.222777777778","62.962962962963","195.371666666667","8.33333333333333","9.25925925925926","2.77777777777778","10.1851851851852","15.7407407407407","117.17734249852","210.972381591507","1743.53001305224","3820.9540658914","406.229513417786","971.518833943416","953.899063889086","144.040492749094","168.278807368444","156.753472339029","144.76858749478","155.481364891939","169.730407455333","647.879186108912","898.376909005669","117.077602935123","367.904917202623","207.492070936596","423.048663207977","92.8520076632852","104.866032323162","49.5305060345379","91.1590305310013","117.17734249852"
"WU-22-342.xls","WU-22-342.xls","29","0.9072","30.9078","37.7003","263.2705","284.113644859813","291.590841121495","4208.03794392523","19804.7798130841","463.560654205607","1122.4714953271","1234.63056074766","286.919719626168","266.358317757009","270.096635514019","284.115607476635","241.123925233645","286.919345794392","600.014579439252","876.663738317757","278.508130841121","382.249252336449","314.02308411215","408.418504672897","262.619719626168","271.965700934579","270.096261682243","260.750280373832","269.162056074766","464.673202847336","543.775450445975","1934.09798573492","4032.22414770737","671.339549257345","905.052358357441","965.702689649948","542.155366383422","504.613119814957","442.333506035109","511.642893317459","534.056921914631","526.261873988641","709.004125645345","853.144258832408","491.112751833571","640.82237367795","503.780004890763","551.532881977428","522.111607301997","494.157461158774","486.225403015093","441.451844984084","452.19852318954"
"CC12-22-198.xls","CC12-22-198.xls","30","0.907","30.9075","47.6059","231.0055","144.859813084112","174.766635514019","4072.49177570093","19585.8247663551","327.107757009346","1029.00906542056","1144.90495327103","157.94476635514","154.206448598131","128.03785046729","142.991121495327","153.271962616822","149.533457943925","532.722242990654","751.423831775701","153.271962616822","249.535420560748","182.244112149533","298.134579439252","134.579906542056","130.841869158878","129.906728971963","144.860560747664","127.103177570093","283.210303797445","403.954486259107","2086.24703052631","4186.94085079262","606.451481276922","994.20252635893","961.411033378843","434.233733146215","355.162273356287","334.25859135528","349.938488241468","387.270253036177","364.816681791097","666.753671585813","856.90136924765","389.457367829286","491.709984909273","417.844530816389","487.563319561798","337.565668743241","348.235529261386","330.220149897122","364.490591582088","360.592637351407"
"WU2-22.xls","WU2-22.xls","31","0.9072","31.1907","32.3228","246.289","14.8148148148148","57.4074074074074","4370.04916666667","20108.0089814815","223.150555555556","979.663796296296","1006.51777777778","17.5925925925926","25.9259259259259","21.2962962962963","26.8518518518519","13.8888888888889","28.7037037037037","457.416574074074","634.275092592593","21.2962962962963","177.778888888889","66.6667592592593","248.150833333333","2.77777777777778","8.33333333333333","10.1851851851852","6.48148148148148","13.8888888888889","107.070885187471","246.786196516898","1981.39507830825","4233.37046723825","484.627136321191","1026.88441837612","994.855645084757","128.585644271717","165.948608942554","142.381830546534","151.292458832846","112.012182248016","148.171618943832","605.886064090271","708.252741900942","148.171618943832","372.168638411168","262.626524930591","489.59106867412","49.5305060345379","83.3021748602556","91.1590305310012","74.203979203241","104.232845021655"
"WU3-22.xls","WU3-22.xls","32","0.9072","27.7945","48.4552","180.0614","16.6666666666667","48.9583333333333","4269.33083333333","19244.9239583333","197.917916666667","940.655833333333","1113.58458333333","10.4166666666667","13.5416666666667","19.7916666666667","22.9166666666667","14.5833333333333","32.2916666666667","447.925520833333","653.142708333333","20.8333333333333","151.0428125","61.4584375","205.2103125","5.20833333333333","4.16666666666667","3.125","2.08333333333333","3.125","128.144655103438","230.310145581767","2189.28465119834","4502.3233291779","386.846338451274","909.557985632234","932.247045775054","92.1240582327068","103.189274228427","154.63241642853","140.908705046547","106.437528007846","171.343376386655","650.014841490202","757.672328781154","137.074701109324","396.558769073528","247.65475626131","461.432240577503","67.0084440869012","74.3391941675028","52.471796935918","43.0727658491387","52.471796935918"
"WU4-22.xls","WU4-22.xls","33","0.9072","31.4738","32.3229","240.6285","237.615596330275","244.037798165138","4509.81844036697","20287.1781651376","419.273211009174","1103.71128440367","1200.96633027523","213.763119266055","209.176055045872","209.176055045872","224.772752293578","211.01119266055","251.379174311927","597.26247706422","854.155412844037","385.408990825688","314.683669724771","271.563486238532","432.119266055046","192.661651376147","251.383853211009","188.074495412844","227.527614678899","253.218990825688","470.446799550371","457.227996141928","2073.25162781468","4316.24618409941","604.830088756073","1018.18125971509","1002.98390435457","469.880733603348","433.10104704365","423.370425219223","463.972509420396","455.23951105846","615.944781022461","839.147046968487","896.835081518448","4869.71249658017","636.187505203989","543.295250920654","810.273641583575","415.751548694525","1262.18486608809","399.432334308876","981.488209412107","1265.45986255949"
"WU7-22.xls","WU7-22.xls","34","0.9072","34.8701","36.5682","232.4208","60.3321487603305","159.516694214876","5441.31760330579","21967.972892562","242.978429752066","1005.00008264463","1249.70099173554","23.9669421487603","31.4053719008265","14.8760330578512","52.066611570248","3677.06636363637","167.788099173554","1539.15082644628","678.530743801653","274.462644628099","185.12520661157","41.3223966942149","232.233636363636","17.3554545454545","39.6707438016529","12.396694214876","74.3833057851239","308.44214876033","693.374242532919","1881.24932482933","14656.7458552095","16181.0621026061","550.232728634097","1628.23509334262","4318.77639762828","145.042028676672","355.046970731507","113.981294681145","417.323366142259","107282.897405136","2315.29207269617","35535.3895630596","855.793827231465","4768.59654423621","454.422403031021","203.726950243143","488.706055717545","167.38310219374","588.012761317711","113.381532450512","859.587867763282","6754.35092865281"
"WU10-22.xls","WU10-22.xls","35","0.9072","31.1908","32.0398","338.8378","15.7407407407407","60.1851851851852","4452.4775","19319.0689814815","212.038981481481","957.440092592593","1050.96537037037","25","20.3703703703704","12.037037037037","22.2222222222222","9.25925925925926","35.1852777777778","427.786203703704","621.311481481481","15.7407407407407","162.037962962963","64.8148148148148","227.779814814815","3.7037037037037","4.62962962962963","4.62962962962963","5.55555555555556","9.25925925925927","117.17734249852","235.399177113408","1859.12252702601","3859.60179047481","463.532123792702","982.885687463918","1034.02516400699","154.148247615698","121.388642352618","98.0733402220262","149.766172889795","87.3636008523807","206.364443394277","653.482268587194","728.034879656796","117.17734249852","423.710126270734","233.155250244362","491.906343336454","56.9199032800311","63.3316936990578","63.3316936990578","69.038794457804","96.5123916631865"
"WU13-22.xls","WU13-22.xls","36","0.9072","31.1908","32.0398","323.8376","272.223703703704","312.039444444444","4119.98351851852","19205.0566666667","461.120277777778","1151.89777777778","1221.34712962963","283.336574074074","246.298796296296","298.151759259259","261.113518518519","262.965277777778","304.633796296296","588.903240740741","863.916481481481","284.262685185185","369.450185185185","291.670462962963","433.341018518518","254.632592592593","262.039814814815","253.705925925926","262.04","251.854259259259","507.061591993901","529.597116859581","1988.98758150356","4344.93197083123","667.49237155097","1107.0972658001","986.190323040538","549.527299309905","444.464412385842","522.021356086322","476.272050062479","446.667320160429","512.924246082741","774.269412292693","872.483367560005","552.063567458382","543.307205930964","464.273701988241","611.132609110833","509.631771261494","505.211214179178","427.091146605773","468.945679228725","446.456202054535"
"CC12-22-203.xls","CC12-22-203.xls","37","0.9072","30.9078","31.7568","341.3851","14.9532710280374","66.3551401869159","4126.70822429907","19530.6228037383","231.777757009346","1000.03514018692","1052.37579439252","25.2336448598131","19.6261682242991","18.6915887850467","19.6261682242991","15.8878504672897","31.7757009345794","430.848785046729","624.314579439252","10.2803738317757","251.404299065421","84.1121495327103","305.611308411215","4.67289719626168","4.67289719626168","4.67289719626168","11.214953271028","31.7757009345794","115.115729184265","273.169836970918","1905.60774585607","4365.73888340884","461.832973758393","963.83767326959","991.931275332951","143.30408458762","133.142901686275","131.161408623014","133.142901686275","110.18491694927","172.868789575943","602.01410006742","648.768135402931","91.5394697356561","436.826710354647","254.52352613674","540.190447486944","75.7959003855291","63.6152914612979","75.795900385529","103.653928225306","157.446113914603"
"CC16-22-230.xls","CC16-22-230.xls","38","0.9073","27.2285","32.0399","232.4209","24.468085106383","76.5977659574468","4234.60989361702","20849.7514893617","230.853191489362","1109.63563829787","1106.42595744681","18.0851063829787","13.8297872340426","18.0851063829787","22.3404255319149","7.4468085106383","27.6595744680851","456.391914893617","687.252553191489","18.0851063829787","120.213085106383","61.7021276595745","230.853936170213","4.25531914893617","14.8936170212766","8.51063829787234","8.51063829787234","17.0212765957447","143.815541890383","783.875704080786","1880.72309506037","4155.30433537577","473.896433790081","2551.99664241446","1050.24405919631","124.144291366657","121.291947155405","116.087558368507","133.108653065582","79.181641348855","154.945913471697","627.706539456394","758.513824246439","124.144291366657","339.584641765636","216.003507940706","699.845831555891","60.87894307857","107.380362310902","84.1608421867561","84.1608421867561","121.588660382299"
"CC18-22-240.xls","CC18-22-240.xls","39","0.9072","30.9077","35.1531","241.4776","98.1308411214953","116.82261682243","3854.67598130841","18436.7985981308","253.274205607477","908.440093457944","1023.40242990654","76.6355140186916","83.1776635514019","98.1310280373832","98.1309345794393","99.0655140186916","86.916168224299","439.260654205607","657.026355140187","99.0654205607477","164.486822429907","107.476728971963","231.777757009346","69.1589719626168","69.1588785046729","88.7851401869159","79.4393457943926","85.0468224299065","291.33128898828","369.696874571557","1678.99733822636","4063.25485406597","510.259721797943","765.582904754154","1067.97349156609","245.80056084459","265.421552644002","313.783127074457","282.453700519834","292.826386963472","319.423792177514","630.058374940691","722.189800305402","277.950023988036","380.489680777392","278.578583462756","500.648614572298","265.181999515075","211.776374837981","264.912490432825","275.628867543787","284.915538455791"
"CC25-22-504.xls","CC25-22-504.xls","40","0.9072","30.9077","32.0398","230.7227","36.4485981308411","70.0934579439252","4455.02299065421","20395.2420560748","249.535140186916","980.408411214953","1097.23859813084","39.2523364485981","19.6261682242991","25.2336448598131","38.3178504672897","30.8411214953271","47.6635514018692","413.091308411215","690.672990654206","38.3177570093458","166.355794392523","74.7664485981308","221.496355140187","14.9532710280374","28.0373831775701","23.3644859813084","24.2990654205607","28.9719626168224","161.673273062408","270.894597423179","7716.12159230856","4193.37282248906","503.651908152282","1112.25872945199","1038.86098333435","192.213071685619","133.142901686275","154.700636955993","208.682748065332","156.434888848207","185.874856223167","581.45559777224","841.059732110172","187.235971748374","347.093795985978","237.059043931982","352.156298075997","135.44729871159","173.830069217624","146.155095490817","135.681434234159","164.880810095195"
"DN2-22-82.xls","DN2-22-82.xls","41","0.9072","30.9077","34.304","295.8182","264.48738317757","331.778691588785","4322.08607476636","20425.1851401869","475.71046728972","1133.68981308411","1201.91859813084","288.788598130841","285.984672897196","302.807570093458","323.368411214953","263.553925233645","315.891962616822","714.038411214953","917.787289719626","269.162056074766","421.502710280374","338.322710280374","432.718224299065","285.05","318.696168224299","282.246448598131","318.696074766355","297.200093457944","466.684415832782","555.32837943267","1860.3557061415","4125.29128728935","644.824636604825","1193.65773019505","1021.98828666721","500.191861702365","415.06876595276","523.631687213356","493.790044567385","442.672814199972","542.259163931636","809.074776918633","841.352784212505","475.982295749805","588.632033583481","561.484448056828","626.026988358672","460.370985799537","526.337259829223","514.395390001921","503.244285310584","513.809125287948"
"FU-22-16.xls","FU-22-16.xls","43","0.9068","31.1904","32.6055","339.1205","13.8888888888889","74.0740740740741","4261.68787037037","19741.8093518519","189.815925925926","932.437685185185","1107.45009259259","18.5185185185185","17.5925925925926","17.5925925925926","24.0740740740741","11.1111111111111","24.0740740740741","425.933888888889","618.533888888889","16.6666666666667","133.333611111111","71.2962962962963","214.816388888889","8.33333333333333","0.925925925925927","3.7037037037037","9.25925925925926","12.037037037037","112.012182248015","254.063548358204","2070.82126992161","4075.46836078158","397.535758413562","875.725735909119","963.444601319698","130.658528578668","134.968555239459","114.759670317861","158.163131999804","103.219211426346","141.311172070806","553.906056493","728.148486975731","132.904294143828","312.364273368241","224.839853009998","427.854649812982","92.8520076632853","28.8675134594813","56.9199032800311","126.663387398116","113.94238036663"
